i,t,rho,beta,power,flux,s_Fuel,s_Precursors,s_Absorber,s_Water
3200,160.00000000000213,9.724683500757273e-09,0.008117706728268347,6.545341208080226,7.801333113775538e-13,212.76595744571713,1.7043008449622958e-14,1107.0483864642276,55555.555555555555
3210,160.50000000000225,9.724552177092067e-09,0.008117706728268611,6.54534123990569,7.80133315170802e-13,212.76595744571372,1.7043008532491597e-14,1107.0483864642276,55555.555555555555
3220,161.00000000000236,9.72442159766263e-09,0.008117706728268875,6.545341271730721,7.80133318963999e-13,212.7659574457103,1.7043008615359113e-14,1107.0483864642276,55555.555555555555
3230,161.50000000000247,9.724285420302228e-09,0.00811770672826914,6.545341303555326,7.801333227571449e-13,212.7659574457069,1.7043008698225518e-14,1107.0483864642276,55555.555555555555
3240,162.0000000000026,9.724156167554357e-09,0.008117706728269402,6.545341335379503,7.801333265502398e-13,212.7659574457035,1.70430087810908e-14,1107.0483864642276,55555.555555555555
3250,162.5000000000027,9.724023484861108e-09,0.008117706728269669,6.545341367203248,7.801333303432833e-13,212.76595744570008,1.704300886395497e-14,1107.0483864642276,55555.555555555555
3260,163.0000000000028,9.723891578761622e-09,0.008117706728269936,6.545341399026563,7.801333341362754e-13,212.76595744569667,1.7043008946818015e-14,1107.0483864642276,55555.555555555555
3270,163.50000000000293,9.723762487809438e-09,0.0081177067282702,6.545341430849445,7.80133337929216e-13,212.76595744569326,1.7043009029679936e-14,1107.0483864642276,55555.555555555555
3280,164.00000000000304,9.723629869837937e-09,0.008117706728270462,6.545341462671901,7.801333417221059e-13,212.76595744568985,1.704300911254074e-14,1107.0483864642276,55555.555555555555
3290,164.50000000000315,9.723500164087702e-09,0.008117706728270729,6.545341494493923,7.801333455149439e-13,212.76595744568644,1.704300919540042e-14,1107.0483864642276,55555.555555555555
3300,165.00000000000327,9.723366931318191e-09,0.008117706728270993,6.545341526315518,7.801333493077311e-13,212.76595744568303,1.7043009278258984e-14,1107.0483864642276,55555.555555555555
3310,165.50000000000338,9.723234410426444e-09,0.008117706728271255,6.545341558136682,7.80133353100467e-13,212.76595744567962,1.7043009361116428e-14,1107.0483864642276,55555.555555555555
3320,166.0000000000035,9.723102698486432e-09,0.008117706728271525,6.545341589957416,7.801333568931515e-13,212.7659574456762,1.7043009443972757e-14,1107.0483864642276,55555.555555555555
3330,166.5000000000036,9.722971601350177e-09,0.008117706728271787,6.5453416217777205,7.801333606857849e-13,212.7659574456728,1.704300952682796e-14,1107.0483864642276,55555.555555555555
3340,167.00000000000372,9.72284124844965e-09,0.00811770672827205,6.5453416535975935,7.801333644783668e-13,212.7659574456694,1.7043009609682043e-14,1107.0483864642276,55555.555555555555
3350,167.50000000000384,9.722707465603921e-09,0.008117706728272316,6.545341685417038,7.801333682708977e-13,212.76595744566598,1.7043009692535012e-14,1107.0483864642276,55555.555555555555
3360,168.00000000000395,9.722578536458844e-09,0.00811770672827258,6.545341717236052,7.801333720633772e-13,212.76595744566256,1.7043009775386855e-14,1107.0483864642276,55555.555555555555
3370,168.50000000000406,9.722446177368584e-09,0.008117706728272845,6.5453417490546375,7.801333758558057e-13,212.76595744565915,1.7043009858237587e-14,1107.0483864642276,55555.555555555555
3380,169.00000000000418,9.72231663342548e-09,0.008117706728273109,6.545341780872792,7.801333796481828e-13,212.76595744565574,1.7043009941087192e-14,1107.0483864642276,55555.555555555555
3390,169.5000000000043,9.722183627179239e-09,0.008117706728273374,6.5453418126905145,7.801333834405085e-13,212.76595744565233,1.704301002393568e-14,1107.0483864642276,55555.555555555555
3400,170.0000000000044,9.72205547463355e-09,0.008117706728273636,6.54534184450781,7.801333872327832e-13,212.76595744564892,1.7043010106783046e-14,1107.0483864642276,55555.555555555555
3410,170.50000000000452,9.721921918305314e-09,0.008117706728273904,6.545341876324671,7.801333910250061e-13,212.7659574456455,1.704301018962929e-14,1107.0483864642276,55555.555555555555
3420,171.00000000000463,9.721790982976235e-09,0.008117706728274164,6.545341908141108,7.801333948171786e-13,212.7659574456421,1.704301027247442e-14,1107.0483864642276,55555.555555555555
3430,171.50000000000475,9.721658753329457e-09,0.008117706728274433,6.545341939957113,7.801333986092994e-13,212.7659574456387,1.7043010355318435e-14,1107.0483864642276,55555.555555555555
3440,172.00000000000486,9.72152726791838e-09,0.008117706728274698,6.545341971772686,7.801334024013689e-13,212.76595744563528,1.7043010438161326e-14,1107.0483864642276,55555.555555555555
3450,172.50000000000497,9.721394423473639e-09,0.008117706728274962,6.54534200358783,7.801334061933872e-13,212.76595744563187,1.7043010521003093e-14,1107.0483864642276,55555.555555555555
3460,173.0000000000051,9.721262323264594e-09,0.008117706728275227,6.545342035402543,7.801334099853542e-13,212.76595744562846,1.704301060384374e-14,1107.0483864642276,55555.555555555555
3470,173.5000000000052,9.721132973486597e-09,0.008117706728275493,6.545342067216827,7.801334137772699e-13,212.76595744562505,1.704301068668327e-14,1107.0483864642276,55555.555555555555
3480,174.00000000000531,9.721002329390917e-09,0.008117706728275756,6.5453420990306785,7.801334175691341e-13,212.76595744562164,1.7043010769521674e-14,1107.0483864642276,55555.555555555555
3490,174.50000000000543,9.720870196829628e-09,0.008117706728276016,6.545342130844106,7.801334213609478e-13,212.76595744561823,1.7043010852358964e-14,1107.0483864642276,55555.555555555555
3500,175.00000000000554,9.720738808504017e-09,0.008117706728276284,6.5453421626571,7.801334251527099e-13,212.76595744561482,1.704301093519514e-14,1107.0483864642276,55555.555555555555
3510,175.50000000000566,9.720606028786787e-09,0.008117706728276547,6.545342194469667,7.80133428944421e-13,212.7659574456114,1.7043011018030198e-14,1107.0483864642276,55555.555555555555
3520,176.00000000000577,9.720476031858535e-09,0.008117706728276813,6.545342226281802,7.801334327360808e-13,212.765957445608,1.7043011100864134e-14,1107.0483864642276,55555.555555555555
3530,176.50000000000588,9.720340695864047e-09,0.00811770672827708,6.545342258093504,7.801334365276888e-13,212.76595744560458,1.7043011183696943e-14,1107.0483864642276,55555.555555555555
3540,177.000000000006,9.720212155049113e-09,0.008117706728277342,6.54534228990478,7.801334403192461e-13,212.76595744560117,1.7043011266528635e-14,1107.0483864642276,55555.555555555555
3550,177.5000000000061,9.720082255200552e-09,0.008117706728277604,6.545342321715624,7.801334441107518e-13,212.76595744559776,1.704301134935921e-14,1107.0483864642276,55555.555555555555
3560,178.00000000000622,9.719948925407134e-09,0.00811770672827787,6.545342353526041,7.801334479022068e-13,212.76595744559435,1.704301143218867e-14,1107.0483864642276,55555.555555555555
3570,178.50000000000634,9.71982044931387e-09,0.008117706728278135,6.545342385336025,7.801334516936101e-13,212.76595744559094,1.7043011515017005e-14,1107.0483864642276,55555.555555555555
3580,179.00000000000645,9.719688543275769e-09,0.008117706728278402,6.54534241714558,7.801334554849622e-13,212.76595744558753,1.7043011597844226e-14,1107.0483864642276,55555.555555555555
3590,179.50000000000657,9.71955734911532e-09,0.008117706728278664,6.545342448954707,7.801334592762633e-13,212.76595744558412,1.704301168067032e-14,1107.0483864642276,55555.555555555555
3600,180.00000000000668,9.719422725010092e-09,0.008117706728278929,6.545342480763401,7.80133463067513e-13,212.7659574455807,1.70430117634953e-14,1107.0483864642276,55555.555555555555
3610,180.5000000000068,9.719292986962925e-09,0.008117706728279194,6.545342512571667,7.801334668587113e-13,212.7659574455773,1.7043011846319157e-14,1107.0483864642276,55555.555555555555
3620,181.0000000000069,9.719164057867347e-09,0.00811770672827946,6.545342544379499,7.801334706498581e-13,212.7659574455739,1.704301192914189e-14,1107.0483864642276,55555.555555555555
3630,181.50000000000702,9.719029401409916e-09,0.008117706728279722,6.545342576186907,7.801334744409544e-13,212.76595744557048,1.7043012011963514e-14,1107.0483864642276,55555.555555555555
3640,182.00000000000713,9.718897689531261e-09,0.008117706728279987,6.545342607993881,7.801334782319988e-13,212.76595744556707,1.7043012094784007e-14,1107.0483864642276,55555.555555555555
3650,182.50000000000725,9.718764683335052e-09,0.008117706728280256,6.545342639800423,7.80133482022992e-13,212.76595744556366,1.7043012177603387e-14,1107.0483864642276,55555.555555555555
3660,183.00000000000736,9.718636401406828e-09,0.008117706728280516,6.545342671606539,7.801334858139343e-13,212.76595744556025,1.7043012260421643e-14,1107.0483864642276,55555.555555555555
3670,183.50000000000747,9.71850478660788e-09,0.008117706728280783,6.545342703412223,7.80133489604825e-13,212.76595744555684,1.7043012343238782e-14,1107.0483864642276,55555.555555555555
3680,184.0000000000076,9.71837368953862e-09,0.008117706728281045,6.545342735217481,7.80133493395665e-13,212.76595744555343,1.7043012426054804e-14,1107.0483864642276,55555.555555555555
3690,184.5000000000077,9.718241427583779e-09,0.00811770672828131,6.545342767022304,7.801334971864532e-13,212.76595744555001,1.7043012508869702e-14,1107.0483864642276,55555.555555555555
3700,185.00000000000782,9.718109715716617e-09,0.008117706728281575,6.545342798826702,7.801335009771907e-13,212.7659574455466,1.704301259168349e-14,1107.0483864642276,55555.555555555555
3710,185.50000000000793,9.717978780443036e-09,0.008117706728281836,6.545342830630669,7.801335047678768e-13,212.7659574455432,1.7043012674496152e-14,1107.0483864642276,55555.555555555555
3720,186.00000000000804,9.71784645377798e-09,0.008117706728282102,6.5453428624342065,7.801335085585117e-13,212.76595744553978,1.70430127573077e-14,1107.0483864642276,55555.555555555555
3730,186.50000000000816,9.717716909901609e-09,0.008117706728282367,6.545342894237314,7.801335123490954e-13,212.76595744553637,1.7043012840118127e-14,1107.0483864642276,55555.555555555555
3740,187.00000000000827,9.717584065512626e-09,0.008117706728282634,6.545342926039988,7.801335161396273e-13,212.76595744553296,1.704301292292743e-14,1107.0483864642276,55555.555555555555
3750,187.50000000000838,9.71745387448036e-09,0.008117706728282896,6.545342957842235,7.801335199301085e-13,212.76595744552955,1.7043013005735615e-14,1107.0483864642276,55555.555555555555
3760,188.0000000000085,9.717324524757618e-09,0.00811770672828316,6.545342989644048,7.801335237205379e-13,212.76595744552614,1.7043013088542678e-14,1107.0483864642276,55555.555555555555
3770,188.5000000000086,9.717189544747375e-09,0.008117706728283425,6.5453430214454364,7.801335275109167e-13,212.76595744552273,1.7043013171348625e-14,1107.0483864642276,55555.555555555555
3780,189.00000000000873,9.71706155406381e-09,0.00811770672828369,6.545343053246392,7.801335313012439e-13,212.76595744551932,1.7043013254153448e-14,1107.0483864642276,55555.555555555555
3790,189.50000000000884,9.716923920702695e-09,0.008117706728283956,6.545343085046917,7.801335350915198e-13,212.7659574455159,1.7043013336957158e-14,1107.0483864642276,55555.555555555555
3800,190.00000000000895,9.716799392327282e-09,0.00811770672828422,6.545343116847015,7.801335388817447e-13,212.7659574455125,1.7043013419759744e-14,1107.0483864642276,55555.555555555555
3810,190.50000000000907,9.716663182721367e-09,0.008117706728284485,6.545343148646681,7.801335426719182e-13,212.7659574455091,1.7043013502561213e-14,1107.0483864642276,55555.555555555555
3820,191.00000000000918,9.716533800652074e-09,0.008117706728284749,6.5453431804459195,7.801335464620407e-13,212.76595744550568,1.7043013585361565e-14,1107.0483864642276,55555.555555555555
3830,191.5000000000093,9.716405227534281e-09,0.008117706728285011,6.5453432122447275,7.801335502521119e-13,212.76595744550227,1.7043013668160797e-14,1107.0483864642276,55555.555555555555
3840,192.0000000000094,9.716271056487161e-09,0.008117706728285276,6.545343244043105,7.801335540421319e-13,212.76595744549886,1.704301375095891e-14,1107.0483864642276,55555.555555555555
3850,192.50000000000952,9.716139797660522e-09,0.008117706728285542,6.54534327584105,7.801335578321003e-13,212.76595744549545,1.7043013833755897e-14,1107.0483864642276,55555.555555555555
3860,193.00000000000963,9.716007082726533e-09,0.008117706728285806,6.545343307638569,7.801335616220178e-13,212.76595744549203,1.704301391655177e-14,1107.0483864642276,55555.555555555555
3870,193.50000000000975,9.715877215297016e-09,0.008117706728286073,6.545343339435654,7.801335654118837e-13,212.76595744548862,1.704301399934652e-14,1107.0483864642276,55555.555555555555
3880,194.00000000000986,9.715743885565189e-09,0.008117706728286336,6.5453433712323115,7.801335692016986e-13,212.7659574454852,1.7043014082140154e-14,1107.0483864642276,55555.555555555555
3890,194.50000000000998,9.715613241547886e-09,0.008117706728286598,6.545343403028542,7.801335729914627e-13,212.7659574454818,1.7043014164932668e-14,1107.0483864642276,55555.555555555555
3900,195.0000000000101,9.715483503556023e-09,0.008117706728286865,6.5453434348243364,7.801335767811747e-13,212.7659574454784,1.704301424772406e-14,1107.0483864642276,55555.555555555555
3910,195.5000000000102,9.71535023854593e-09,0.008117706728287129,6.545343466619705,7.801335805708359e-13,212.76595744547498,1.7043014330514335e-14,1107.0483864642276,55555.555555555555
3920,196.00000000001032,9.715219821040246e-09,0.008117706728287395,6.545343498414639,7.801335843604456e-13,212.76595744547157,1.7043014413303485e-14,1107.0483864642276,55555.555555555555
3930,196.50000000001043,9.71508594123234e-09,0.00811770672828766,6.545343530209146,7.801335881500041e-13,212.76595744546816,1.704301449609152e-14,1107.0483864642276,55555.555555555555
3940,197.00000000001054,9.714958953676605e-09,0.008117706728287924,6.545343562003223,7.801335919395114e-13,212.76595744546475,1.704301457887843e-14,1107.0483864642276,55555.555555555555
3950,197.50000000001066,9.714822485233977e-09,0.008117706728288192,6.545343593796868,7.801335957289672e-13,212.76595744546134,1.704301466166422e-14,1107.0483864642276,55555.555555555555
3960,198.00000000001077,9.714692682537593e-09,0.008117706728288453,6.545343625590086,7.801335995183724e-13,212.76595744545793,1.7043014744448897e-14,1107.0483864642276,55555.555555555555
3970,198.50000000001089,9.71456171495577e-09,0.008117706728288718,6.545343657382871,7.801336033077256e-13,212.76595744545452,1.704301482723245e-14,1107.0483864642276,55555.555555555555
3980,199.000000000011,9.714429291266678e-09,0.008117706728288984,6.54534368917523,7.801336070970281e-13,212.7659574454511,1.7043014910014888e-14,1107.0483864642276,55555.555555555555
3990,199.5000000000111,9.714299682723904e-09,0.008117706728289247,6.545343720967155,7.801336108862791e-13,212.7659574454477,1.7043014992796203e-14,1107.0483864642276,55555.555555555555
